"Record ID","Survey Identifier","Survey Timestamp","STUDY TITLE: Household Items for Sexual Pleasure: Investigating Cost, Safety & Effectiveness of Alternative Sex ToysWe invite you to participate in a research study being conducted by investigators from The University of Chicago Medical Center. The purpose of the study is to understand what household items are used for sexual pleasure and assess their cost, effectiveness, and safety.If you agree to participate, we would like you to agree to consent and complete the screening questions before getting access to the full set of questions. You are free to skip any questions that you prefer not to answer. It will take approximately 15 minutes in total time.No personal health information or identifying information will be collected in this survey. To help protect your confidentiality, the surveys you complete will be encrypted on an online database. The only people that will have access to your responses will be the team members while collecting data from the surveys. Taking part in this research study is completely voluntary. If you do not wish to participate in this study, please select the appropriate acknowledgment below.For questions about your rights as a research subject, please contact the University of Chicago BSD IRB at 773-702-6505.If you have any questions about the research study itself, please contact this project's principal investigator: Dr. Omer Raheem, oraheem@bsd.uchicago.edu. Thank you very much for your consideration of this research study.","Are you 18 years of age or older? ","Have you used household items as sex toy alternatives for the purpose of sexual pleasure? ","What is your country of origin?","Please list other country name:","What is your age?","What was your sex assigned at birth?","How would you describe your gender?","Please describe gender here:","What is your employment status?","Please describe other employment:","What is your career field?","Please list other career field:","What is your gross annual household income (i.e before taxes and deductions)?","Do you have access to conventional sex toys (e.g., vibrators, dildos, clitoris suckers, male masturbators, and prostate massagers)?","If no, what is the reason for limited access to conventional sex toys? (select all that apply) (choice=Financial constraints)","If no, what is the reason for limited access to conventional sex toys? (select all that apply) (choice=Lack of awareness/education about existence/benefits of sex toys)","If no, what is the reason for limited access to conventional sex toys? (select all that apply) (choice=Cultural or religious beliefs discouraging/prohibiting use of sex toys)","If no, what is the reason for limited access to conventional sex toys? (select all that apply) (choice=Lack of privacy (i.e. living in shared space))","If no, what is the reason for limited access to conventional sex toys? (select all that apply) (choice=Stigma/Shame (i.e. feelings of embarrassment, fear of judgment))","If no, what is the reason for limited access to conventional sex toys? (select all that apply) (choice=Legal restrictions on sale or possession of sex toys)","If no, what is the reason for limited access to conventional sex toys? (select all that apply) (choice=Other (enter below))","Please list other reason: ","Do you currently own any traditional sex toys?","If so, how would you categorize them? (select all that apply)  (choice=Vibrator)","If so, how would you categorize them? (select all that apply)  (choice=Dildo)","If so, how would you categorize them? (select all that apply)  (choice=Anal toys)","If so, how would you categorize them? (select all that apply)  (choice=Sleeves/ penis sleeves)","If so, how would you categorize them? (select all that apply)  (choice=Penis rings/ cock rings)","What household items have you used for sexual pleasure? (choice=Electric or pulsating toothbrush)","What household items have you used for sexual pleasure? (choice=Showerhead)","What household items have you used for sexual pleasure? (choice=Washing Machine)","What household items have you used for sexual pleasure? (choice=Massage Wand)","What household items have you used for sexual pleasure? (choice=Silk Scarves/Neckties)","What household items have you used for sexual pleasure? (choice=Ice Cubes)","What household items have you used for sexual pleasure? (choice=Produce (banana, cucumber, carrot))","What household items have you used for sexual pleasure? (choice=Furniture)","What household items have you used for sexual pleasure? (choice=Pillow)","What household items have you used for sexual pleasure? (choice=Other)","Please list other household item:","For electric or pulsating toothbrush usage, rate your satisfaction for personal use","For electric or pulsating toothbrush usage, how likely are you to recommend the use of this object to others?","For showerhead usage, rate your satisfaction for personal use","For showerhead usage, how likely are you to recommend the use of this object to others?","For washing machine usage, rate your satisfaction for personal use","For washing machine usage, how likely are you to recommend the use of this object to others?","For massage wand usage, rate your satisfaction for personal use","For massage wand usage, how likely are you to recommend the use of this object to others?","For silk scarves and necktie usage, rate your satisfaction for personal use","For silk scarves and neck tie usage, how likely are you to recommend the use of this object to others?","For ice cube usage, rate your satisfaction for personal use","For ice cube usage, how likely are you to recommend the use of this object to others?","For produce usage, rate your satisfaction for personal use","For produce usage, how likely are you to recommend the use of this object to others?","For furniture usage, rate your satisfaction for personal use","For furniture usage, how likely are you to recommend the use of this object to others?","For pillow usage, rate your satisfaction for personal use","For pillow usage, how likely are you to recommend the use of this object to others?","For usage of item inputted under 'other', rate your satisfaction for personal use","For usage of item inputted under 'other', how likely are you to recommend the use of this object to others?","What is the estimated cost of each of the household item(s) used for sexual pleasure?","What safety concerns have you experienced with the use of household items as alternative sex toys? (select all that apply) (choice=Material safety (allergies & sensitivity))","What safety concerns have you experienced with the use of household items as alternative sex toys? (select all that apply) (choice=Cleanliness & hygiene (infection))","What safety concerns have you experienced with the use of household items as alternative sex toys? (select all that apply) (choice=Lubricant compatibility (trauma/injury))","What safety concerns have you experienced with the use of household items as alternative sex toys? (select all that apply) (choice=Storage & maintenance)","What safety concerns have you experienced with the use of household items as alternative sex toys? (select all that apply) (choice=Power source safety (electric shock, overheating))","What safety concerns have you experienced with the use of household items as alternative sex toys? (select all that apply) (choice=None of the Above)","What safety concerns have you experienced with the use of household items as alternative sex toys? (select all that apply) (choice=Other (enter below))","Please list other concern:",Complete?
101,,"2023-06-24 21:00:49","I consent to participate in this research study",Yes,Yes,"United States",,25-35,Female,Female,,"Full-time employed",,"Healthcare and Medical",,"$25,000 - $34,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Checked,"hairbrush, glass soda bottles",63,,77,,,,100,,,,50,,69,,,,96,,77,,">$5 - $10",Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
102,,"2023-06-24 21:15:28","I consent to participate in this research study",Yes,Yes,"Other (enter below)",Canada,25-35,Female,Female,,Unemployed,,"Healthcare and Medical",,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Checked,"Hairbrush, wine bottle",69,,,,,,,,,,,,71,,,,,,70,,">$10 - $20",Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,,Complete
103,,"2023-06-24 21:20:33","I consent to participate in this research study",Yes,Yes,"United States",,18-25,Female,nonbinary,,Unemployed,,"Healthcare and Medical",,"$15,000 - $24,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,,,,92,,,,,,84,,,,,,,,16,,,,">$10 - $20",Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
104,,"2023-06-24 21:24:05","I consent to participate in this research study",Yes,No,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
105,,"[not completed]","I consent to participate in this research study",,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Incomplete
106,,"2023-06-24 21:31:00","I consent to participate in this research study",Yes,Yes,"Other (enter below)","Netherlands ",35-45,Male,Male,,,,,,,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Unchecked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,,,,,,,,,,,,65,,80,,,,27,,,,">$5 - $10",Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
107,,"2023-06-24 21:54:01","I consent to participate in this research study",Yes,Yes,"United States",,18-25,Female,Female,,Unemployed,,"Social Services and Non-Profit:",,,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,"hair brush ",,,66,,,,,,,,,,,,50,,35,,61,,">$10 - $20",Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
108,,"2023-06-24 21:59:32","I consent to participate in this research study",Yes,Yes,"United States",,18-25,Female,Male,,"Other (enter below)","I am disabled and on SSI ","Other (enter below)",None,"Less than $14,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,"A sensory toy called glitter wands/glitter tubes. It's a long, thin plastic stick that has water and glitter inside.",,,,,,,94,,,,,,,,72,,86,,91,,">$10 - $20",Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
109,,"2023-06-24 21:58:30","I consent to participate in this research study",Yes,Yes,"United States",,18-25,Female,Female,,"Full-time employed",,"Healthcare and Medical",,"$50,000 - $74,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,,99,,100,,,,,,,,50,,,,50,,77,,,,">$5 - $10",Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
110,,"2023-06-24 21:59:06","I consent to participate in this research study",Yes,No,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
111,,"2023-06-24 22:00:02","I consent to participate in this research study",Yes,No,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
112,,"2023-06-24 22:05:11","I consent to participate in this research study",Yes,No,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
113,,"2023-06-24 22:12:52","I consent to participate in this research study",Yes,Yes,"United States",,25-35,Female,Female,,"Full-time employed",,"Science and Research:",,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,,,,81,,,,58,,61,,100,,,,,,61,,,,">$20 - $50",Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
114,,"2023-06-24 22:17:49","I consent to participate in this research study",Yes,Yes,"United States",,35-45,Male,Male,,"Full-time employed",,"Sales and Marketing:",,"$50,000 - $74,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,,,70,,,,,,,,,,25,,,,,,,,">$10 - $20",Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
115,,"2023-06-24 22:22:06","I consent to participate in this research study",Yes,Yes,"Other (enter below)","Australia ",25-35,Female,Female,,"Full-time employed",,"Healthcare and Medical",,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,64,,,,83,,,,,,,,,,,,,,">$50 - $100",Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,Complete
116,,"2023-06-24 22:22:24","I consent to participate in this research study",Yes,No,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
117,,"2023-06-24 22:33:46","I consent to participate in this research study",Yes,Yes,"Other (enter below)",Ireland,18-25,Female,Transmasculine,,Student,,"Science and Research:",,"$15,000 - $24,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,Checked,Checked,Unchecked,,62,,78,,63,,92,,,,69,,53,,50,,50,,,,"Less than or equal to $5",Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,,Complete
118,,"2023-06-24 22:52:20","I consent to participate in this research study",Yes,Yes,"United States",,18-25,Female,Female,,"Full-time employed",,"Office and Administrative Support:",,"$15,000 - $24,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,95,,100,,,,,,,,,,,,,,,,,,">$10 - $20",Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,,Complete
119,,"2023-06-24 22:56:46","I consent to participate in this research study",Yes,Yes,"United States",,18-25,Male,Male,,"Full-time employed",,"Technology and Information Technology (IT):",,"$25,000 - $34,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,,69,,,,,,,,,,,,,,,,63,,,,">$20 - $50",Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
120,,"2023-06-24 23:01:08","I consent to participate in this research study",Yes,Yes,"Other (enter below)","United Kingdom",55-65,Male,Male,,Retired,,"Technology and Information Technology (IT):",,"$50,000 - $74,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Unchecked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,,34,,74,,,,,,,,,,61,,,,31,,,,">$5 - $10",Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
121,,"2023-06-24 23:04:24","I consent to participate in this research study",Yes,Yes,"United States",,25-35,Male,Male,,"Full-time employed",,"Technology and Information Technology (IT):",,"$75,000 - $99,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,"Handles of kitchen spoons",,,,,,,100,,,,,,,,,,100,,67,,">$50 - $100",Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
122,,"2023-06-24 23:14:12","I consent to participate in this research study",Yes,Yes,"United States",,45-55,Male,Male,,Self-employed,,Education,,"$75,000 - $99,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,,100,,100,,,,97,,,,,,,,,39,59,,,,">$20 - $50",Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
123,,"2023-06-24 23:22:48","I consent to participate in this research study",Yes,Yes,"United States",,25-35,Female,Female,,"Full-time employed",,"Other (enter below)","Information Technology","$75,000 - $99,999",No,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,,No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,"baby blanket, panties, robe",99,,87,,,,,,,,,,,,73,,,,96,,">$50 - $100",Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,Complete
124,,"2023-06-24 23:23:46","I consent to participate in this research study",Yes,Yes,"United States",,35-45,Male,Male,,"Full-time employed",,Legal:,,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,"hair brush",,,,,,,76,,,,,,,,,,,,33,,">$20 - $50",Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
125,,"2023-06-24 23:25:34","I consent to participate in this research study",Yes,No,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
126,,"[not completed]","I consent to participate in this research study",Yes,Yes,"United States",,18-25,Female,Female,,Student,,,,,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Incomplete
127,,"[not completed]","I consent to participate in this research study",Yes,Yes,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Incomplete
128,,"2023-06-24 23:50:21","I consent to participate in this research study",Yes,Yes,"United States",,35-45,Male,Male,,"Full-time employed",,Education,,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,"kitchen spoon, hair tie",,,,,,,86,,91,,73,,,,75,,,,84,,"Less than or equal to $5",Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
129,,"2023-06-24 23:49:33","I consent to participate in this research study",Yes,No,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
130,,"2023-06-24 23:55:17","I consent to participate in this research study",Yes,Yes,"United States",,45-55,Male,Male,,Homemaker,,"Personal Care Services:",,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,65,,,,88,,,,,,,,,,">$50 - $100",Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
131,,"[not completed]","I consent to participate in this research study",,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Incomplete
132,,"2023-06-25 00:14:49","I consent to participate in this research study",Yes,Yes,"United States",,18-25,Male,Male,,Student,,Education,,"$50,000 - $74,999",No,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,,No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Checked,"Tp wipes syringes water toothbrush waterpick tv remote ",,,82,,,,,,,,0,,,,100,,,,100,,">$5 - $10",Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,Complete
133,,"2023-06-25 00:30:30","I consent to participate in this research study",Yes,No,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
134,,"[not completed]","I consent to participate in this research study",,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Incomplete
135,,"2023-06-25 00:36:12","I consent to participate in this research study",Yes,Yes,"United States",,18-25,Female,Male,,"Part-time employed",,"Food Preparation and Serving Related Occupations:",,"Less than $14,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,"plunger and razor handle ",,,94,,,,,,,,74,,,,,,,,,25,">$5 - $10",Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
136,,"2023-06-25 01:09:13","I consent to participate in this research study",Yes,Yes,"United States",,25-35,Female,Female,,"Full-time employed",,Education,,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,23,,77,,,,82,,,,,,,,,,,,,,">$10 - $20",Checked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,,Complete
137,,"2023-06-25 01:21:43","I consent to participate in this research study",Yes,Yes,"Other (enter below)",Germany,18-25,Male,Male,,Student,,"Business and Finance",,"Less than $14,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,"Pen ",,,,,,,,,,,64,,,,,,,,35,,">$5 - $10",Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
138,,"2023-06-25 01:25:57","I consent to participate in this research study",Yes,Yes,"Other (enter below)",denmark,25-35,Male,Male,,"Full-time employed",,"Other (enter below)","Sports and leisure","$75,000 - $99,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,"A sponge, latex glove and pringles can",,,,,,,,,,,,,,,,,,,32,,"Less than or equal to $5",Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,Complete
139,,"2023-06-25 01:29:58","I consent to participate in this research study",Yes,Yes,"United States",,25-35,Male,Male,,Student,,"Business and Finance",,"$50,000 - $74,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,,,,,,,,,,,,,,,,,,,,72,,"Less than or equal to $5",Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,Complete
140,,"2023-06-25 02:10:44","I consent to participate in this research study",Yes,Yes,"Other (enter below)","Germany ",35-45,Male,Male,,Unemployed,,"Science and Research:",,"Less than $14,999",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,"so far I haven't had the desire to buy any, although I've been considering it very recently ",No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,"wooden coat hanger, candle, dustpan and brush handle, metal chain, dressing gown belt, milk bottle ",,,,,,,,,,,,,,,,,,,68,,"Less than or equal to $5",Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,Complete
141,,"2023-06-25 01:56:08","I consent to participate in this research study",Yes,Yes,"Other (enter below)",Canada,18-25,Female,Male,,Unemployed,,"Science and Research:",,"Less than $14,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,,,,0,,,,,,,,2,,,,3,,,,,,"Less than or equal to $5",Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
