record_id,redcap_survey_identifier,household_sex_toy_usage_survey_timestamp,consent,screening_age,screening_usage,country_origin,country_name,age,gender_birth,gender_expression,gender_other,employment,employment_other,career,career_other,household_income,access_sextoys,access_no___1,access_no___2,access_no___3,access_no___4,access_no___5,access_no___6,access_no___7,access_no_other,own_trad_sextoys,categorize_sextoys___1,categorize_sextoys___2,categorize_sextoys___3,categorize_sextoys___4,categorize_sextoys___5,household_select___1,household_select___2,household_select___3,household_select___4,household_select___5,household_select___6,household_select___7,household_select___8,household_select___9,household_select___10,householditem_other,toothbrush_satisfaction,household_recommend_1,showerhead_satisfaction,showerhead_recommend,washmachine_satisfaction,washmachine_recommend,massagewand_satisfaction,massagewand_recommend,silktie_satisfaction,silktie_recommend,icecube_satisfaction,icecube_recommend,produce_satisfaction,produce_recommend,furniture_satisfaction,furniture_recommend,pillow_satisfaction,pillow_recommend,other_satisfaction,other_recommend,household_cost,safety_concerns___1,safety_concerns___2,safety_concerns___3,safety_concerns___4,safety_concerns___5,safety_concerns___6,safety_concerns___7,other_concern,household_sex_toy_usage_survey_complete
111,,"2023-06-24 22:00:02",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
112,,"2023-06-24 22:05:11",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
113,,"2023-06-24 22:12:52",Yes,1,1,1,,2,1,1,,1,,8,,7,1,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,,,,81,,,,58,,61,,100,,,,,,61,,,,4,1,0,0,0,0,0,0,,2
114,,"2023-06-24 22:17:49",Yes,1,1,1,,3,2,2,,1,,11,,5,1,0,0,0,0,0,0,0,,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,,,,70,,,,,,,,,,25,,,,,,,,3,1,1,1,0,0,0,0,,2
115,,"2023-06-24 22:22:06",Yes,1,1,2,"Australia ",2,1,1,,1,,1,,7,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,64,,,,83,,,,,,,,,,,,,,5,0,1,0,1,0,0,0,,2
116,,"2023-06-24 22:22:24",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
117,,"2023-06-24 22:33:46",Yes,1,1,2,Ireland,1,1,5,,5,,8,,2,1,0,0,0,0,0,0,0,,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,,62,,78,,63,,92,,,,69,,53,,50,,50,,,,1,1,1,1,1,0,0,0,,2
118,,"2023-06-24 22:52:20",Yes,1,1,1,,1,1,1,,1,,16,,2,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,95,,100,,,,,,,,,,,,,,,,,,3,0,1,0,0,1,0,0,,2
119,,"2023-06-24 22:56:46",Yes,1,1,1,,1,2,2,,1,,4,,3,1,0,0,0,0,0,0,0,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,,69,,,,,,,,,,,,,,,,63,,,,4,1,1,1,0,0,0,0,,2
120,,"2023-06-24 23:01:08",Yes,1,1,2,"United Kingdom",5,2,2,,6,,4,,5,1,0,0,0,0,0,0,0,,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,,34,,74,,,,,,,,,,61,,,,31,,,,2,0,1,0,0,0,0,0,,2
121,,"2023-06-24 23:04:24",Yes,1,1,1,,2,2,2,,1,,4,,6,1,0,0,0,0,0,0,0,,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,"Handles of kitchen spoons",,,,,,,100,,,,,,,,,,100,,67,,5,0,1,0,0,0,0,0,,2
122,,"2023-06-24 23:14:12",Yes,1,1,1,,4,2,2,,3,,2,,6,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,,100,,100,,,,97,,,,,,,,,39,59,,,,4,1,1,1,0,0,0,0,,2
123,,"2023-06-24 23:22:48",Yes,1,1,1,,2,1,1,,1,,21,"Information Technology",6,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,"baby blanket, panties, robe",99,,87,,,,,,,,,,,,73,,,,96,,5,0,0,0,1,0,0,0,,2
124,,"2023-06-24 23:23:46",Yes,1,1,1,,3,2,2,,1,,9,,7,1,0,0,0,0,0,0,0,,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,"hair brush",,,,,,,76,,,,,,,,,,,,33,,4,1,1,0,0,0,0,0,,2
125,,"2023-06-24 23:25:34",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
126,,"[not completed]",Yes,1,1,1,,1,1,1,,5,,,,,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
127,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
128,,"2023-06-24 23:50:21",Yes,1,1,1,,3,2,2,,1,,2,,7,1,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,"kitchen spoon, hair tie",,,,,,,86,,91,,73,,,,75,,,,84,,1,0,1,0,0,0,0,0,,2
129,,"2023-06-24 23:49:33",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
130,,"2023-06-24 23:55:17",Yes,1,1,1,,4,2,2,,7,,15,,7,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,65,,,,88,,,,,,,,,,5,0,1,0,0,0,0,0,,2
131,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
132,,"2023-06-25 00:14:49",Yes,1,1,1,,1,2,2,,5,,2,,5,0,1,0,1,1,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"Tp wipes syringes water toothbrush waterpick tv remote ",,,82,,,,,,,,0,,,,100,,,,100,,2,0,0,0,1,0,0,0,,2
133,,"2023-06-25 00:30:30",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
134,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
135,,"2023-06-25 00:36:12",Yes,1,1,1,,1,1,2,,2,,13,,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,"plunger and razor handle ",,,94,,,,,,,,74,,,,,,,,,25,2,0,1,0,0,0,0,0,,2
136,,"2023-06-25 01:09:13",Yes,1,1,1,,2,1,1,,1,,2,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,,23,,77,,,,82,,,,,,,,,,,,,,3,1,1,1,0,1,0,0,,2
137,,"2023-06-25 01:21:43",Yes,1,1,2,Germany,1,2,2,,5,,3,,1,1,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,"Pen ",,,,,,,,,,,64,,,,,,,,35,,2,0,0,1,0,0,0,0,,2
138,,"2023-06-25 01:25:57",Yes,1,1,2,denmark,2,2,2,,1,,21,"Sports and leisure",6,1,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,"A sponge, latex glove and pringles can",,,,,,,,,,,,,,,,,,,32,,1,0,0,0,1,0,0,0,,2
139,,"2023-06-25 01:29:58",Yes,1,1,1,,2,2,2,,5,,3,,5,1,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,72,,1,0,1,0,1,0,0,0,,2
140,,"2023-06-25 02:10:44",Yes,1,1,2,"Germany ",3,2,2,,4,,8,,1,0,0,0,0,0,0,0,1,"so far I haven't had the desire to buy any, although I've been considering it very recently ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"wooden coat hanger, candle, dustpan and brush handle, metal chain, dressing gown belt, milk bottle ",,,,,,,,,,,,,,,,,,,68,,1,0,0,0,1,0,0,0,,2
141,,"2023-06-25 01:56:08",Yes,1,1,2,Canada,1,1,2,,4,,8,,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,,,0,,,,,,,,2,,,,3,,,,,,1,0,1,0,0,0,0,0,,2
142,,"[not completed]",Yes,1,1,2,UK,2,2,2,,1,,5,,5,1,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
143,,"2023-06-25 02:44:15",Yes,1,1,2,"Germany ",1,2,3,,3,,16,,6,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,,,,58,,,,82,,,,75,,,,,,,,,,4,1,1,0,0,0,0,0,,2
144,,"[not completed]",Yes,1,1,2,Denmark,2,1,1,,1,,4,,6,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
145,,"2023-06-25 03:04:43",Yes,1,1,2,UK,2,1,1,,3,,1,,3,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,hairbrush,,,,,,,,,,,,,,,,,,,72,,2,0,1,0,0,0,0,0,,2
146,,"2023-06-25 03:09:56",Yes,1,1,1,,1,2,2,,5,,8,,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Spatula handle ",,,,,,,,,,,,,69,,,,,,68,,2,0,1,0,1,0,0,0,,2
147,,"2023-06-25 03:20:02",Yes,1,1,2,France,2,2,2,,5,,4,,2,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,,,,69,,,,,,,,57,,72,,,,,,,,1,0,0,1,0,0,0,0,,2
148,,"2023-06-25 03:22:24",Yes,1,1,2,Croatia,3,1,1,,1,,4,,5,1,0,0,0,0,0,0,0,,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,,86,,98,,,,,,80,,50,,,,,,,,,,5,1,1,0,0,1,0,0,,2
149,,"2023-06-25 03:23:43",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
150,,"2023-06-25 04:09:57",Yes,1,1,1,,1,1,2,,2,,13,,5,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,"Utensils, pill bottles, miscellaneous hard objects",93,,,,,,90,,,,69,,,,,,,,69,,2,1,1,1,1,0,0,0,,2
151,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
152,,"2023-06-25 04:23:26",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
153,,"2023-06-25 04:32:57",Yes,1,1,2,Canada,1,2,2,,1,,12,,5,0,1,0,0,1,1,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,77,,,,,,,,,,,,,,75,,,,3,0,1,1,0,0,0,0,,2
154,,"2023-06-25 04:40:03",Yes,1,1,2,"Germany ",2,1,1,,5,,2,,2,1,0,0,0,0,0,0,0,,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,"Barbie leg, cigar case? (Not like a fancy leather case for several cigars but a metal tube (?) that a cigar came in, shaped like a cigar but slightly bigger and of metal)",67,,82,,,,,,,,23,,,,,,,,72,,4,0,1,0,0,0,0,0,,2
155,,"2023-06-25 05:10:40",Yes,1,1,2,"England ",2,1,1,,1,,3,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,74,,,,86,,,,2,1,1,0,0,0,0,0,,2
156,,"2023-06-25 05:12:25",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
157,,"2023-06-25 05:57:51",Yes,1,1,1,,1,2,2,,5,,,,1,0,0,0,0,0,0,0,1,"No reason to have it, would be weird",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,2
158,,"2023-06-25 06:20:34",Yes,1,1,1,,4,2,2,,1,,5,,7,1,0,0,0,0,0,0,0,,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,2
159,,"2023-06-25 06:20:45",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
160,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
161,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
162,,"2023-06-25 07:21:11",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
163,,"2023-06-25 07:31:36",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
164,,"[not completed]",Yes,1,1,1,,2,2,2,,,,,,,1,0,0,0,0,0,0,0,,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
165,,"2023-06-25 07:52:59",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
166,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
167,,"2023-06-25 08:25:22",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
168,,"2023-06-25 08:27:57",Yes,1,1,1,,1,1,1,,5,,1,,4,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,,100,,100,,50,,100,,,,,,100,,,,100,,,,3,0,0,0,0,0,1,0,,2
169,,"2023-06-25 08:35:48",Yes,1,1,1,,2,1,1,,5,,4,,4,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,71,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,1,0,,2
170,,"2023-06-25 08:36:27",Yes,1,1,1,,6,2,2,,6,,1,,7,1,0,0,0,0,0,0,0,,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,,,,50,,,,98,,,,,,,,,,,,,,4,0,1,0,0,0,0,0,,2
171,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
172,,"2023-06-25 08:48:18",Yes,1,1,1,,2,1,1,,1,,1,,6,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,"Hair brush",,,74,,,,50,,,,,,,,,,66,,67,,2,0,1,0,0,0,0,0,,2
173,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
174,,"2023-06-25 09:03:09",Yes,1,1,1,,2,1,1,,1,,7,,6,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,"Hairbrush handle",,,,,,,100,,,,50,,,,,,,,69,,1,1,1,0,0,0,0,0,,2
175,,"2023-06-25 09:24:55",Yes,1,1,1,,2,2,2,,5,,1,,6,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,91,,,,,,,,,,,,,,4,0,0,0,0,0,1,0,,2
176,,"2023-06-25 09:26:13",Yes,1,1,2,"United Kingdom",2,1,1,,1,,14,,5,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,59,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,1,0,,2
177,,"2023-06-25 09:37:49",Yes,1,1,1,,2,1,1,,1,,11,,6,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,96,,,,,,,,76,,,,,,4,1,1,1,0,0,0,0,,2
178,,"2023-06-25 09:58:01",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
179,,"2023-06-25 10:07:42",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
180,,"2023-06-25 11:15:40",Yes,1,1,2,Canada,2,1,1,,1,,19,,7,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,1,0,,2
181,,"2023-06-25 11:45:16",Yes,1,1,2,UK,5,2,2,,1,,21,Tourism,6,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,,2
182,,"2023-06-25 12:16:16",Yes,1,1,2,UK,3,2,2,,1,,4,,5,1,0,0,0,0,0,0,0,,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,"Plastic bottles ",73,,67,,,,72,,65,,,,,,,,,,60,,4,1,1,1,1,0,0,0,,2
183,,"2023-06-25 12:49:40",Yes,1,1,2,Canada,1,1,1,,1,,1,,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,,64,,72,,,,100,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,,2
184,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
185,,"2023-06-25 12:58:55",Yes,1,1,1,,4,1,1,,1,,2,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,,,,100,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,1,0,,2
186,,"2023-06-25 13:22:42",Yes,1,1,2,,1,2,2,,1,,4,,4,1,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,64,,,,,,,,1,0,1,0,0,0,0,0,,2
187,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
188,,"2023-06-25 13:57:28",Yes,1,1,1,,3,2,2,,1,,20,,7,1,0,0,0,0,0,0,0,,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,,,,72,,,,90,,,,,,,,,,,,,,4,1,1,1,1,0,0,0,,2
189,,"[not completed]",Yes,1,1,1,,1,1,1,,3,,7,,7,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
190,,"2023-06-25 14:05:56",Yes,1,1,2,Germany,2,2,2,,1,,7,,4,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,70,,72,,59,,,,,,,,,,,,,,,,4,0,0,1,0,0,0,0,,2
191,,"2023-06-25 14:14:36",Yes,1,1,2,"Germany ",2,1,1,,5,,8,,5,0,0,0,0,0,0,0,1,"i enjoy sex with my partner more",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,89,,,,,,,,,,18,,,,,,,,4,0,0,1,0,0,0,0,,2
192,,"2023-06-25 14:23:15",Yes,1,1,2,"Philippines ",2,1,1,,3,,21,"Market Research ",3,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,40,,,,2,1,1,0,0,0,0,0,,2
193,,"[not completed]",Yes,1,1,1,,1,1,1,,2,,6,,4,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
194,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
195,,"[not completed]",Yes,1,1,2,"England ",3,1,1,,1,,1,,4,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
196,,"[not completed]",Yes,1,1,1,,2,1,1,,1,,4,,7,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
197,,"2023-06-25 15:44:42",Yes,1,1,2,Azerbaijan,1,1,1,,5,,10,,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,73,,,,,,,,,,,,,,27,,,,1,0,0,0,0,0,0,1,,2
198,,"2023-06-25 15:45:18",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
199,,"2023-06-25 15:55:34",Yes,1,1,1,,1,1,1,,7,,13,,4,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,50,,,,,,,,,,,,,,,,,,,,4,1,1,1,0,0,0,0,,2
200,,"2023-06-25 16:00:02",Yes,1,1,2,,3,1,1,,1,,5,,6,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,,,,,16,,,,,,,,,,,,,69,,50,,2,1,1,0,1,0,0,0,,2
201,,"[not completed]",Yes,1,1,1,,3,2,2,,3,,3,,6,1,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Sandwich bags and petrolium jelly",,,,,,,,,,,,,,,1,,,,,,,0,0,0,0,0,0,0,,0
202,,"[not completed]",Yes,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
203,,"[not completed]",Yes,1,1,2,Germany,1,2,2,,5,,3,,2,1,0,0,0,0,0,0,0,,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
204,,"2023-06-25 19:43:48",Yes,1,1,2,Canada,1,2,3,,5,,2,,6,1,0,0,0,0,0,0,0,,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,,,,74,,,,,,,,,,,,34,,32,,,,4,0,0,0,0,0,1,0,,2
205,,"[not completed]",Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
206,,"2023-06-25 20:52:32",Yes,1,2,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2
207,,"2023-06-25 20:54:11",Yes,1,1,1,,2,1,3,,1,,8,,7,1,0,0,0,0,0,0,0,,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,,79,,100,,,,100,,100,,69,,,,,,,,,,5,1,1,0,0,0,0,0,,2
208,,"2023-06-25 21:14:53",Yes,1,1,1,,2,2,2,,1,,3,,7,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Cigar tube",,,,,,,,,,,,,,,,,50,,59,,1,0,0,0,0,0,1,0,,2
209,,"2023-06-25 22:33:22",Yes,1,1,1,,2,1,1,,1,,13,,5,1,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,,60,,100,,,,38,,,,28,,72,,78,,92,,,,4,0,1,0,0,0,0,0,,2
210,,"2023-06-25 23:12:58",Yes,1,1,1,,2,1,1,,1,,1,,4,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Hair brush",,,78,,,,,,,,,,,,,,,,70,,2,0,1,0,0,0,0,0,,2
